Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,How would you rate the workshop in general?,How would you rate the teaching material?,How would you rate the trainers/teachers?,What aspects did you like most?,What would you like to see changed? What could be better/different?,"Do you think that you will apply ABM to your own research? If yes, can you elaborate? - Selected Choice","Do you think that you will apply ABM to your own research? If yes, can you elaborate? - Yes, please explain. - Text",Do you have any general feedback for us?
2023-11-16 12:41:40,2023-11-16 12:42:48,IP Address,84.241.203.110,100,68,True,2023-11-16 12:42:49,R_wRUbUcWMPWviFkB,,,,,51.9187,4.4721,qr,EN,Sufficent,Good,Excellent,Working with the code,The turtorial crashes sometimes,"Yes, please explain.","Idk yet, would like to do some more reading on it",
2023-11-16 12:41:35,2023-11-16 12:43:06,IP Address,109.37.148.113,100,90,True,2023-11-16 12:43:06,R_3kLnsY2D1f40Hue,,,,,52.4091,4.8896,qr,EN,Good,Good,Good,How you can try it by yourself,Less bugs,"Yes, please explain.",How to visiulize research to a broader public,
2023-11-16 12:42:52,2023-11-16 12:44:24,IP Address,109.37.136.112,100,91,True,2023-11-16 12:44:24,R_7ZBbTmfS1uMxmMh,,,,,52.1592,5.3849,qr,EN,Good,Good,Excellent,The gradual building of the material. The fact its suitable for people with no prior experience in Coding,More time ;),"Yes, please explain.",,
2023-11-16 12:41:17,2023-11-16 12:44:41,IP Address,80.112.251.178,100,203,True,2023-11-16 12:44:41,R_1r7AsslxWJzRYM1,,,,,52.6822,5.0154,qr,EN,Good,Sufficent,Good,Step by step guide + visuals showing what happens,Some minor bug fixes,No,,No
2023-11-16 12:41:34,2023-11-16 12:44:46,IP Address,188.189.150.55,100,192,True,2023-11-16 12:44:47,R_2y7XFrcNmzKX3iM,,,,,50.8534,4.347,qr,EN,Excellent,Excellent,Excellent,Interactive teaching,/,No,,Thank you!
2023-11-24 14:58:11,2023-11-24 14:59:52,IP Address,142.117.140.211,100,101,True,2023-11-24 14:59:53,R_2bNWkzcTFauGFrT,,,,,45.5312,-73.5863,anonymous,EN,Good,Good,Excellent,interactive material,more workshop!,"Yes, please explain.",developping a model of prehistoric mobility and raw material procurement,"Thank you! "
2023-12-12 15:20:21,2023-12-12 15:21:40,IP Address,5.132.81.139,100,79,True,2023-12-12 15:21:41,R_2wghWVFWn0ofTAp,,,,,52.0821,5.108,anonymous,EN,Good,Good,Good,Being allowed to apply the concepts from the tutorial and figure stuff out on our own,,No,,
2023-12-12 15:31:07,2023-12-12 15:33:00,IP Address,77.248.249.5,100,113,True,2023-12-12 15:33:01,R_1Ed5qUC2UvDxgIm,,,,,51.822,4.783,anonymous,EN,Sufficent,Sufficent,Sufficent,The step by step and guiding tutorial,Maybe more examples? I did not really miss it in class though we had a hard time starting the project due to lack of prior knowledge about the possibilities of the program,No,,
2023-12-12 16:38:52,2023-12-12 16:43:01,IP Address,80.112.160.20,100,248,True,2023-12-12 16:43:01,R_2usvRUyhccu2fQQ,,,,,52.17,4.4728,qr,EN,Good,Good,Excellent,"That the software is very accessible and easy to use, even for people less acquainted with coding ","Sometimes the tutorial crashed, making you re-do several steps before you could contribute where you were",No,,"Really good structure with tutorials before the in class section, because this familiarized us with the programme "
2023-12-13 19:01:25,2023-12-13 19:08:55,IP Address,194.34.235.170,100,449,True,2023-12-13 19:08:55,R_2CBSU7x5GrotyFy,,,,,53.3379,-6.2591,anonymous,EN,Good,Good,Good,The follow-along coding style.,"The follow along coding is a bit awkward, often the first line gets deleted. Just a general bug",No,,Really good!
2024-01-22 16:44:31,2024-01-22 16:45:03,IP Address,130.225.4.18,100,31,True,2024-01-22 16:45:04,R_4lJiutDbOKqMsor,,,,,56.1313,10.1339,anonymous,EN,Excellent,Excellent,Excellent,everything,nothing,"Yes, please explain.",for my research,congrats!
2024-01-22 16:44:32,2024-01-22 16:45:44,IP Address,92.70.166.63,100,72,True,2024-01-22 16:45:44,R_2rtCmLvXVXT1dTP,,,,,51.7083,5.3026,anonymous,EN,Excellent,Excellent,Excellent,The presentations were clear and the workshop material is great!,,"Yes, please explain.",I will look into applying ABM in anthropology and the social sciences in general,Thank you for this great work!
2024-01-22 16:44:35,2024-01-22 16:45:53,IP Address,95.93.98.20,100,77,True,2024-01-22 16:45:53,R_4aDn9oSHkEMoYW8,,,,,37.0658,-8.1026,anonymous,EN,Excellent,Excellent,Excellent,"Very user friedly of begginer users and easy to follow through ",,,,
2024-01-22 16:45:10,2024-01-22 16:46:25,IP Address,193.28.36.97,100,75,True,2024-01-22 16:46:26,R_4JDlC2D4bknIQjP,,,,,53.3858,-1.4616,anonymous,EN,Excellent,Excellent,Excellent,"i think the tutorial is fantastic and it was great having support available ","More of these! ","Yes, please explain.","Yes, my PhD formed a static model of Catalhoyuk's agricultural system and i would love to expand it to an ABM model ","Would love to attend more workshops on this, more classes! "
2024-01-22 16:44:37,2024-01-22 16:47:39,IP Address,2.217.174.133,100,181,True,2024-01-22 16:47:39,R_8DokfVBDDnWMtPH,,,,,55.8393,-4.2892,anonymous,EN,Good,Excellent,Excellent,"I really liked the tutorials, I found them straightforward, easy to follow, and they contained just enough information without being overwhelming","Perhaps making the materials available earlier on the workshop day, as it took some time to figure out the download etc.","Yes, please explain.","While it might not be applicable to my research right away, this is something I would be very keen to explore moving forward","I really enjoyed learning about ABM and specifics of the software as a complete beginner, thank you!"
2024-01-22 16:45:13,2024-01-22 16:48:25,IP Address,93.34.82.94,100,191,True,2024-01-22 16:48:25,R_8dQJQJfgUJvrH7U,,,,,44.488,11.3752,anonymous,EN,Excellent,Excellent,Excellent,The tutorial is incredibly complete and clear and answers all your doubts in advance.,,"Yes, please explain.","since I'm in a master degree, I could consider the possibility to apply ABM for the final thesis.","Very well structures course, especially for beginners."
2024-01-22 16:44:34,2024-01-22 16:48:58,IP Address,47.146.43.74,100,264,True,2024-01-22 16:48:59,R_50pFpBEWndcqlpE,,,,,34.1203,-117.7703,anonymous,EN,Sufficent,Good,Excellent,The tutorials are self explanatory,Create a tutorial taking us step by step (including code writing) into the creation of the Ansazi model. Tutorials 2-4 are great but we are left not knowing how to sucessively create a model with NetLogo,"Yes, please explain.",Modeling pottery use throughout a region of the Near East,Great team. Would very much like to have another session after we would have played with NetLogo
2024-01-22 16:44:43,2024-01-22 16:49:55,IP Address,92.62.57.122,100,311,True,2024-01-22 16:49:55,R_1NxAa6XGdBMI3zL,,,,,59.8983,30.2618,anonymous,EN,Excellent,Excellent,Excellent,"Interactivity, accessibility and the focus on practical skills, permission to go at your own pace and revisit the materials later","There could be a brief mention of some recent research in archaeology that applied ABM ",No,,"Thank you for putting everything together! "
2024-01-22 16:44:58,2024-01-22 16:51:03,IP Address,5.171.253.135,100,364,True,2024-01-22 16:51:03,R_5MRrk6Xc8J9ZLHy,,,,,43.1479,12.1097,anonymous,EN,Excellent,Good,Good,The mixed structure (individual learning+lesson),"Nothing ","Yes, please explain.","I think I will do more research on integrating socio-ecological models and ABM. I would like to explore the possibility of applying ABM in the Human-Environment relationship in wetland and coastal environments. ",-
2024-01-22 16:52:01,2024-01-22 16:53:03,IP Address,81.136.44.17,100,61,True,2024-01-22 16:53:03,R_6fecP3QASWYs83J,,,,,53.4344,-2.2664,anonymous,EN,Excellent,Excellent,Excellent,Easy to follow tutorial that didn't expect you to have any preexisting knowledge,,No,,"No, really enjoyed it and I look forward to practicing more. "
2024-01-22 16:51:10,2024-01-22 16:55:23,IP Address,57.128.140.174,100,252,True,2024-01-22 16:55:24,R_7V0BhFnzXBJt0ZP,,,,,51.4964,-0.1224,anonymous,EN,Good,Sufficent,Excellent,easy-to-go introduction through NetLogo,,"Yes, please explain.","I am currently worknig on my phd disseration regarding landscape anthropogenic and environmental dynamics in a 3 thousand year time span. so in order to be able to predict what is already lost in the environment, I would like to use ABM to recreate and have an overview of the data which might have been lost.","The workshop was really great, and I would follow up all the outcomes and further elaborations."
2024-01-22 16:56:06,2024-01-22 17:01:21,IP Address,178.40.238.246,100,314,True,2024-01-22 17:01:21,R_202n5cYoe0Eh74v,,,,,49.1776,18.7528,anonymous,EN,Good,Good,Good,,I'd suggest a little bit more guided training as part of the online course while letting participants do the self-tutorials afterwards,"Yes, please explain.","no specific research question at the moment, but might make use of it in the future",
2024-01-22 16:44:34,2024-01-22 17:08:44,IP Address,31.54.152.58,100,1449,True,2024-01-22 17:08:44,R_5HFaBvXU66asG8M,,,,,51.4566,-0.968,anonymous,EN,Excellent,Excellent,Excellent,Easy to follow tutorial with clear instructions and explanations,"Possibly more interactive with the instructors, but this is hard over zoom!","Yes, please explain.","Hoping to use ABM to model the use, reuse, and recycle of copper alloy objects in Roman and early medieval Britain for the project that I am working on (REMADE - Roman and Early Medieval Alloys Defined)",Thank you so much for putting on this workshop and for making it open/accessible to so many archaeologists!
2024-01-25 10:31:01,2024-01-25 10:32:10,IP Address,91.182.147.239,100,68,True,2024-01-25 10:32:11,R_10diUeZ1akcsukA,,,,,51.2192,4.3917,anonymous,EN,Good,Good,Good,the accessability,"a little more examples ","Yes, please explain.",I'll use it in my Phd for tradenetworks,Excellent materials!
2024-01-25 10:31:03,2024-01-25 10:32:46,IP Address,84.218.125.229,100,103,True,2024-01-25 10:32:47,R_3Y35EEogNJPtRuL,,,,,55.7037,13.1946,anonymous,EN,Excellent,Excellent,Excellent,"Being able to work through the tutorial in my own time. ",-,No,,"Thank you! "
2024-01-25 10:31:26,2024-01-25 10:33:06,IP Address,183.171.191.166,100,100,True,2024-01-25 10:33:07,R_431frXOVl5foHL3,,,,,3.1408,101.6852,anonymous,EN,Good,Excellent,Excellent,learning the tutorial,maybe go through the tutorial with the participants once before letting us explore by ourselves,"Yes, please explain.","I do research on rock art of Southeast Asia, was thinking that maybe this can help to identify how rock art locations were selected",n/a
2024-01-25 10:31:09,2024-01-25 10:33:21,IP Address,62.117.232.116,100,131,True,2024-01-25 10:33:21,R_480XhJTkgZMyDPX,,,,,43.3699,-8.4096,anonymous,EN,Excellent,Excellent,Excellent,The introduction was very clearly explained and the tutorials are engaging and easy to follow,.,"Yes, please explain.","I want to try to use it but I need to learn more to understand how to do that. ","I would have like a bit of a longer introduction before starting with the materials, maybe with an in-depth example of the use of ABM. "
2024-01-25 10:31:29,2024-01-25 10:33:39,IP Address,109.59.215.119,100,129,True,2024-01-25 10:33:39,R_5HnNcQGBnsP3bNb,,,,,55.6802,12.5892,anonymous,EN,Sufficent,Good,Sufficent,"It has been nice to be introduced to ABM as a methodology. ","I would like more examples on how to use these models, or ideas where it may be (or have been used). ","Yes, please explain.","I would really like to make some sort of model based on bronze age metals in Italy, however I am unsure how to go about this. I believe the method may be useful. Either that or create an ABM over the rise and subsequent fall of the terramare peoples. ","Thank you for this opportunity. "
2024-01-25 10:31:26,2024-01-25 10:36:31,IP Address,217.178.207.174,100,304,True,2024-01-25 10:36:31,R_433KNhLA2bXQtXo,,,,,35.6897,139.6895,anonymous,EN,Good,Excellent,Excellent,"The fact that the explanations were short and concise, but at the same time very practical.","The presentation at the beginning was a bit too fast to follow, maybe 5 more minutes would be enough to follow with less 'rush'.","Yes, please explain.","Not knowing the theory I've never considered it, but dealing with local community-wetland relationships I think I'll think about how to apply it.",
2024-01-25 10:31:40,2024-01-25 10:36:51,IP Address,134.245.80.102,100,311,True,2024-01-25 10:36:52,R_4VeIaMiICKmuVgP,,,,,54.3483,10.1203,anonymous,EN,Excellent,Good,Good,Simple step-by-step which is very easy to follow,Have the big boxes of text not appear (in the first course part) while the simulation is going on but maybe before or after,No,,
2024-01-25 10:30:54,2024-01-25 10:36:57,IP Address,126.248.133.209,100,363,True,2024-01-25 10:36:58,R_4CZqz5DbL3EztN0,,,,,35.6609,139.7448,anonymous,EN,Excellent,Excellent,Excellent,The step by step process of the course is very easy to follow.,"Hard to tell at this point, would need to finish the course first. ","Yes, please explain.","I have some reasonably large data sets that I've used in other projects and it would be interesting to see if there are some ways to reutilize the data with an ABM focus. ","I really appreciate this workshop. I've had an interest in ABM for a while but haven't had the time to sit down and start working through the Agent-Based Modeling for Archaeology book. This workshop provides an easy onramp to start digging further into more advanced materials. "
2024-01-25 10:30:55,2024-01-25 10:36:59,IP Address,92.41.230.105,100,364,True,2024-01-25 10:36:59,R_2uV8h7MrGVqiUCY,,,,,51.5484,0.1716,anonymous,EN,Excellent,Excellent,Excellent,"The fact that they had a quick introduction and then we were given enough time to go through the tutorial on our own pace. Since it was something totally new to me, that personal time was a great idea. Also the material and the links that we were provided so we can do our own research and reading afterwards. Very friendly speakers!    ","Nothing particular. ",No,,Keep up the good work! Thank you!
2024-01-25 10:31:24,2024-01-25 10:37:30,IP Address,193.55.175.19,100,365,True,2024-01-25 10:37:30,R_2FP2XkQbNn7b9mh,,,,,43.6046,1.4451,anonymous,EN,Good,Excellent,Excellent,A soft introduction and the very friendly/ helpful guide in the tutorials.,"A better introduction on how, the tutorial worked. Just shortly saying: ""Okay so you're going to open a webbrowser by following that file, then it will take you directly to the webpage. Also maybe taking us a bit more into the coding tap, because this is really the space that is unfamiliar to archaeologists, or at least the most of us.","Yes, please explain.","I used ABM for my master's dissertation and is also using it in my PhD project is using ABM for archaeological investigation on hominin dispersal. Still not sure whether it will be done in NetLogo, but I do like the platform and especially the easy coding language.","Thank you for doing this, this methodology should be spread more out into archaeological circles, since it's such a useful tool."
2024-01-25 10:36:25,2024-01-25 10:38:12,IP Address,109.131.91.55,100,107,True,2024-01-25 10:38:12,R_6b2lhHttuaJIGQy,,,,,51.047,3.7206,anonymous,EN,Good,Excellent,Good,,Go over the Tutorial in a bit more detail,"Yes, please explain.",Always aimed at using more formal models to better understand my research,
2024-01-25 10:31:48,2024-01-25 10:40:03,IP Address,79.117.216.127,100,494,True,2024-01-25 10:40:04,R_6FWkqDs81gYRl3r,,,,,41.1245,1.2319,anonymous,EN,Sufficent,Sufficent,Sufficent,,,No,,"thank you so much, it will be nice if there is any exercises  "
2024-01-25 10:51:27,2024-01-25 10:54:58,IP Address,212.98.72.254,100,211,True,2024-01-25 10:54:58,R_5f7Sm9b2IlKgkVv,,,,,56.4394,9.4096,anonymous,EN,Excellent,Excellent,Good,Very easy go to guide,,"Yes, please explain.",Hopefully this tutorial introduction initiates my adventure into ABM and to research,
2024-01-25 10:51:33,2024-01-25 10:57:01,IP Address,87.228.218.80,100,327,True,2024-01-25 10:57:01,R_2TF30HHQhCMxIsu,,,,,34.6874,33.0366,anonymous,EN,Excellent,Excellent,Excellent,,More interaction,"Yes, please explain.",I will try,Perhaps making it more interactive with the people
2024-01-25 10:51:39,2024-01-25 10:57:16,IP Address,83.35.191.21,100,336,True,2024-01-25 10:57:16,R_5MMWzOMOnWfLUI1,,,,,42.8769,-8.5471,anonymous,EN,Excellent,Excellent,Excellent,the step by step tutorial and how accessible it is,n/a,"Yes, please explain.","i would like to test using abm for modelling navigation in a megalithic landscape, and how this is affected by the placement of dolmens. for starters.",thank you very much for making this an accessible topic!
2024-01-25 10:30:49,2024-01-25 11:00:41,IP Address,37.143.212.201,100,1792,True,2024-01-25 11:00:42,R_4i9QheKSmoHHERP,,,,,42.6951,23.325,anonymous,EN,Good,Excellent,Good,The training materials are very thorough but divided in comprehensible parts which makes it easy to understand.,There are several bug in the interface but those can only be cleaned by more testing and sharing.,"Yes, please explain.",I see the potential of ABM in archaeology but will need more practice with it in order to figure out how to best implement it.,The text fields of this survey could be made larger so the whole text can be visible.
2024-01-25 10:30:51,2024-01-25 11:03:32,IP Address,104.28.62.71,100,1961,True,2024-01-25 11:03:33,R_41FaAewjnr4niPJ,,,,,45.4722,9.1922,anonymous,EN,Excellent,Excellent,Excellent,Really well-made interactive material,"Maybe a longer explanation of the case study in the intro, or after the training. For instance discussing a published case study while looking at the code behind it","Yes, please explain.","Yes, I will surely play with NetLogo (if I am able to learn it) or move to more familiar programming languages. It can be a useful way to model plant dispersal or behavioral research (i.e. the adoption of certain innovations)",
2024-01-25 16:30:05,2024-01-25 16:30:41,IP Address,109.115.103.20,100,35,True,2024-01-25 16:30:42,R_2mUPGmQ9bt8TzmV,,,,,43.8364,11.2058,anonymous,EN,Good,Good,Good,,,"Yes, please explain.",,
2024-01-25 16:30:06,2024-01-25 16:40:50,IP Address,134.184.232.107,100,643,True,2024-01-25 16:40:50,R_2qb6FPU8iBWKeC5,,,,,50.8344,4.368,anonymous,EN,Good,Good,Good,The interactiveness and the possibility to ask questions as the tutorials go,,"Yes, please explain.","It's more intuitive than a conviction at this point, but as my research focuses on human mobility in regard to the surrounding environement, there could be some potential","No, just thanks :)"
2024-01-25 16:40:00,2024-01-25 16:43:41,IP Address,77.80.52.94,100,221,True,2024-01-25 16:43:42,R_2tGd9ycT9Q2hX3B,,,,,48.1933,16.3727,anonymous,EN,Excellent,Good,Excellent,"I liked that you had a very interesting grip of ABM, and that you have provided lots of extra material for further reading.","I think perhaps you could divide it to two - absolute beginner and a more advanced, where you could elaborate more on data modelling and data acquisition, so a bit more about the 'backend' of the process. ","Yes, please explain.","I primarily use geospatial statistics and modelling, but I think it would be interesting to run some ABM on my data as well, so I might give it a go.",Thanks for the fun and interesting initiative!
2024-01-25 16:44:29,2024-01-25 16:47:44,IP Address,95.168.120.27,100,195,True,2024-01-25 16:47:45,R_44zWH0XCKOIG3T0,,,,,45.7953,15.9988,anonymous,EN,Good,Excellent,Excellent,the easy- to- understand way the presenters explained ABM,I`m not sure yet,"Yes, please explain.",I hope to use it in my doctoral research,keep doing the good job
2024-01-25 16:30:08,2024-01-25 16:48:22,IP Address,171.76.83.137,100,1093,True,2024-01-25 16:48:22,R_4rPsky1fwzUFr53,,,,,12.9634,77.5855,anonymous,EN,Good,Excellent,Good,,,"Yes, please explain.",,
2024-01-25 16:51:00,2024-01-25 16:55:45,IP Address,150.209.76.242,100,285,True,2024-01-25 16:55:46,R_7k1UB5InCjoMpX2,,,,,43.0231,-75.2649,anonymous,EN,Excellent,Excellent,Excellent,"The step-by-step tutorials are both great at guiding through the netlogo interface while also building up the skills to understand how to navigate independently.  The examples are incredibly helpful!  ","N/A, very helpful!","Yes, please explain.","I have been working towards examining household archaeology using ABM, setting the bound space as the House space and then providing various social identifiers and actions to agents to help see what kind of interactions may result in different kinds of archaeology material",Thank you so much for offering this workshop! If there's an ABM listserv/discord/community hub for discussing/using ABM directly with data would love to join
2024-01-25 16:54:39,2024-01-25 16:58:09,IP Address,82.10.244.112,100,209,True,2024-01-25 16:58:09,R_5YqVJO8uPcQoHfF,,,,,53.4044,-3.0715,anonymous,EN,Excellent,Excellent,Excellent,I loved how accessible the tutorials are. I can work at my own pace and get guided helpfully,"Potentially an overall .pdf laying out each tutorial's objectives - just so at the end of all the tutorials I can see an overview of what I've learnt ","Yes, please explain.",I hope to apply this in potential PhD research to Iron Age populations in Britain,"Everything was superb, really informative, accessible and helpful. In a short space of time, the power of ABM was conveyed :)"
2024-01-25 16:30:06,2024-01-25 16:59:02,IP Address,79.116.134.177,100,1735,True,2024-01-25 16:59:02,R_2sTjHiuPKTl2pmE,,,,,40.4172,-3.684,anonymous,EN,Good,Excellent,Excellent,Very simple and informative guiding into ABM.,"Everything was good. ","Yes, please explain.",I am not sure but I may use it to understand the seasonal migration patterns of prehistoric species.,"No, thank you!"
2024-01-25 16:53:42,2024-01-25 16:59:09,IP Address,90.197.136.176,100,327,True,2024-01-25 16:59:10,R_7QDafli9ZRxkh60,,,,,54.9912,-1.5336,anonymous,EN,Good,Excellent,Good,"the interactive learning with the web setting, alongside an online Q&A session",more case studies,"Yes, please explain.",mechanisms of urban process,Smoothly organised and practically instructive
2024-01-25 16:30:10,2024-01-25 17:01:04,IP Address,151.38.227.197,100,1854,True,2024-01-25 17:01:05,R_8g6DZXKUYigTSHv,,,,,45.4742,9.1994,anonymous,EN,Excellent,Excellent,Excellent,We were guided step by step through the entire process and it was really usefull,Having zero knowledge at all about ABM I found it perfect,,,
2024-01-25 16:30:07,2024-01-25 17:01:21,IP Address,82.154.124.231,100,1874,True,2024-01-25 17:01:22,R_8w1sxAuJkbqmECh,,,,,38.8591,-9.0571,anonymous,EN,Excellent,Excellent,Excellent,Everthing was fine and the authors were always ready to help,,"Yes, please explain.",I will try to apply ABM to my reseach about the evolution of the bronze age communities in portuguese territory (Estremadura region),
2024-01-25 16:42:16,2024-01-25 17:01:30,IP Address,95.89.220.104,100,1153,True,2024-01-25 17:01:30,R_2lR1WdC74bx8SQx,,,,,54.3059,10.1423,anonymous,EN,Good,Excellent,Good,I liked that the material used for the tutorial is based on real archaeological case studies. Also step-by-step interactive process seems like an appropriate way to learn ABM.,"The participants might have questions after they have completed all tutorials. So the follow-up Q/A session would be nice, or the possibility to ask questions once the participants know more of ABM (maybe there is a way to ask questions after the tutorials already).","Yes, please explain.","It seems like a great tool to use in Paleolithic archaeology. I am mostly interested in human niche construction. ",
2024-01-25 16:30:34,2024-01-25 17:03:19,IP Address,134.2.251.21,100,1964,True,2024-01-25 17:03:19,R_8q80cAepv0SlXPz,,,,,48.5271,9.0705,anonymous,EN,Excellent,Good,Excellent,The training part,More explanations/ examples about the practical uses of it in archaeology,"Yes, please explain.",Reconstruction of Palaeoenvironments,Thank you a lot! Hope to see you in other exciting projects also in the future!
2024-01-25 16:30:18,2024-01-25 21:06:32,IP Address,128.189.85.242,100,16573,True,2024-01-25 21:06:33,R_6M4LdHMIKYF4JKW,,,,,49.4645,-122.84,anonymous,EN,Good,Excellent,Excellent,Everything was very clear and easy to follow,I think seeing a live presentation of someone completing the ABM would be beneficial and talk about it's application in further details with examples.,"Yes, please explain.",Looking at the progression of curse tablets through the Roman Empire,Good overall program!
